1U|ABKZ607668NVIQTL64
3G|ABKZ607668NVIQTL64
1U|CIBY457198YTWKRU65
9O|CIBY457198YTWKRU65
9U|DNEY145989MBPSYA98
1S|DORD624610QZZEVN99
8S|DORD624610QZZEVN99
8P|DPUT562123IZFUWF82
8S|EEQK651848EJOLQH20
9O|EEQK651848EJOLQH20
1U|EJLT584234JIWUNZ66
1U|ETUQ990265LNNWPY72
3G|ETUQ990265LNNWPY72
5K|ETUQ990265LNNWPY72
5K|EVDI600621MLNQSE58
8S|EVDI600621MLNQSE58
9U|EVDI600621MLNQSE58
3G|GLBQ347762JXVITH87
9U|GLBQ347762JXVITH87
5K|JJVE136274OLPMEL24
9O|JJVE136274OLPMEL24
1L|JNKE968528OEMZYM38
2U|JNKE968528OEMZYM38
3G|JNNQ826169BUNXKL61
9U|KIPA071118JDCXEI12
3P|KNGP189491BHTZLA30
3J|MEOZ678597VCQSVE52
3P|MXRG109651SGRCVR02
8A|MXRG109651SGRCVR02
8S|PFGI274811RPCQCM60
4T|QESU380654ENPNFC49
9O|QUES303973KNFCRX18
3G|QXLG177972LXKGXX93
5K|QXLG177972LXKGXX93
2U|RNEB387911JEAEEM84
